customer_id,address_state,emp_length,home_ownership,annual_income,verification_status
634398,MD,3 years,MORTGAGE,115731,Not Verified
634404,FL,5 years,RENT,48996,Source Verified
634429,NY,5 years,RENT,70000,Verified
634433,CA,1 year,RENT,65000,Not Verified
634468,TX,10+ years,MORTGAGE,38000,Not Verified
634485,VA,2 years,MORTGAGE,30288,Not Verified
634486,GA,7 years,OWN,27000,Not Verified
634500,NJ,3 years,OWN,74000,Not Verified
634510,CA,2 years,MORTGAGE,250000,Not Verified
634518,FL,10+ years,MORTGAGE,28800,Not Verified
634535,GA,3 years,RENT,45000,Verified
634539,FL,3 years,RENT,62400,Verified
634540,WI,2 years,RENT,60000,Not Verified
634542,MI,10+ years,MORTGAGE,95000,Not Verified
634574,MI,10+ years,RENT,37000,Not Verified
634580,IL,10+ years,OWN,110000,Not Verified
634588,AZ,< 1 year,RENT,20928,Not Verified
634592,WI,3 years,MORTGAGE,53000,Not Verified
634604,FL,9 years,MORTGAGE,56700,Not Verified
634616,FL,2 years,RENT,24000,Not Verified
634652,WA,4 years,MORTGAGE,36500,Not Verified
634654,VA,5 years,RENT,95000,Not Verified
634662,FL,3 years,MORTGAGE,60000,Not Verified
634667,CA,7 years,RENT,37800,Not Verified
634668,HI,5 years,RENT,55000,Not Verified
634713,NJ,8 years,RENT,36250,Not Verified
634717,GA,10+ years,MORTGAGE,95000,Not Verified
634736,TX,2 years,MORTGAGE,65000,Verified
634745,CA,10+ years,RENT,75576,Not Verified
634751,AZ,10+ years,MORTGAGE,40000,Not Verified
634798,FL,4 years,RENT,50000,Not Verified
634803,CO,2 years,RENT,50000,Not Verified
634812,CA,3 years,MORTGAGE,115000,Not Verified
634826,FL,1 year,RENT,37200,Not Verified
634853,CA,6 years,MORTGAGE,58750,Not Verified
634922,CA,10+ years,RENT,51000,Not Verified
634928,AL,2 years,MORTGAGE,24570,Not Verified
634929,FL,9 years,OWN,118000,Not Verified
634958,NY,< 1 year,RENT,50000,Not Verified
634961,VA,2 years,MORTGAGE,79000,Not Verified
634970,MI,10+ years,MORTGAGE,124500,Not Verified
634971,NY,1 year,RENT,36000,Not Verified
634984,CT,2 years,OWN,56000,Not Verified
634987,TX,10+ years,MORTGAGE,250000,Verified
635028,TX,1 year,RENT,40000,Not Verified
635060,NH,3 years,MORTGAGE,97500,Not Verified
635072,VA,9 years,RENT,42500,Not Verified
635083,FL,10+ years,MORTGAGE,85000,Verified
635092,GA,< 1 year,RENT,53000,Not Verified
635116,MD,2 years,RENT,45000,Verified
635149,IL,2 years,RENT,25200,Verified
635155,FL,1 year,MORTGAGE,48000,Not Verified
635159,OH,5 years,MORTGAGE,61498,Not Verified
635168,TX,10+ years,MORTGAGE,83000,Not Verified
635195,TX,9 years,RENT,64000,Not Verified
635242,WI,10+ years,MORTGAGE,60000,Not Verified
635268,OH,5 years,MORTGAGE,80000,Not Verified
635275,MI,6 years,OWN,55000,Verified
635277,TX,10+ years,MORTGAGE,123000,Not Verified
635280,KY,2 years,RENT,45000,Not Verified
635319,OH,< 1 year,RENT,82000,Not Verified
635326,NJ,5 years,MORTGAGE,150000,Verified
635352,UT,1 year,RENT,7800,Source Verified
635369,VA,< 1 year,MORTGAGE,25800,Not Verified
635375,VA,1 year,RENT,56000,Not Verified
635379,NY,2 years,RENT,130000,Not Verified
635383,CO,4 years,MORTGAGE,91080,Not Verified
635400,FL,10+ years,RENT,120000,Source Verified
635407,TX,9 years,MORTGAGE,106000,Verified
635437,DC,9 years,MORTGAGE,150000,Not Verified
635490,WI,10+ years,RENT,23000,Not Verified
635493,VT,10+ years,MORTGAGE,56000,Not Verified
635532,NY,10+ years,OWN,51600,Not Verified
635539,CA,1 year,RENT,36000,Not Verified
635554,CO,4 years,RENT,60000,Verified
635642,VA,2 years,MORTGAGE,140000,Not Verified
635709,CA,4 years,RENT,40000,Not Verified
635750,CA,3 years,MORTGAGE,65000,Not Verified
635765,MO,10+ years,OWN,186000,Verified
635773,CO,4 years,MORTGAGE,42000,Not Verified
635775,GA,2 years,MORTGAGE,45996,Source Verified
635795,MI,5 years,MORTGAGE,80000,Not Verified
635815,GA,10+ years,MORTGAGE,61400,Not Verified
635817,MA,1 year,RENT,81600,Verified
635819,NV,4 years,MORTGAGE,61615,Verified
635827,CA,10+ years,MORTGAGE,198000,Verified
635870,FL,10+ years,MORTGAGE,78000,Not Verified
635893,TX,3 years,MORTGAGE,51000,Not Verified
635934,OK,1 year,MORTGAGE,24000,Not Verified
635949,OH,2 years,RENT,21600,Not Verified
635969,TX,2 years,MORTGAGE,70000,Not Verified
635977,TX,4 years,RENT,42000,Not Verified
635993,UT,3 years,RENT,24960,Verified
636019,TX,7 years,OWN,48000,Not Verified
636066,WY,10+ years,RENT,108000,Verified
636080,MD,6 years,MORTGAGE,80000,Not Verified
636082,VA,1 year,MORTGAGE,102000,Verified
636103,NY,3 years,RENT,42000,Not Verified
636118,CA,4 years,RENT,34000,Not Verified
636125,OR,10+ years,MORTGAGE,228000,Verified
636130,CA,3 years,RENT,80000,Not Verified
636183,CA,3 years,OWN,51000,Not Verified
636213,NY,2 years,RENT,40000,Not Verified
636217,MA,10+ years,MORTGAGE,51000,Not Verified
636219,MD,1 year,MORTGAGE,142500,Verified
636222,MA,10+ years,MORTGAGE,82000,Not Verified
636261,TX,5 years,MORTGAGE,73200,Verified
636296,CA,< 1 year,RENT,110000,Not Verified
636312,TX,8 years,MORTGAGE,85000,Verified
636323,NJ,8 years,RENT,43800,Verified
636325,NY,1 year,RENT,33000,Source Verified
636358,TX,10+ years,RENT,39500,Verified
636371,RI,10+ years,OWN,55000,Not Verified
636399,CA,10+ years,MORTGAGE,82800,Verified
636401,MD,< 1 year,RENT,62000,Verified
636408,CA,10+ years,MORTGAGE,120000,Not Verified
636479,NJ,3 years,RENT,80171,Verified
636514,HI,7 years,RENT,34000,Not Verified
636530,GA,4 years,RENT,31000,Not Verified
636536,GA,10+ years,MORTGAGE,108000,Not Verified
636545,FL,5 years,RENT,23460,Source Verified
636560,PA,3 years,MORTGAGE,50000,Not Verified
636562,TX,7 years,MORTGAGE,45000,Not Verified
636590,IL,2 years,RENT,45000,Not Verified
636605,NY,10+ years,RENT,72000,Not Verified
636624,CA,10+ years,RENT,68000,Verified
636654,NJ,2 years,RENT,42000,Source Verified
636663,CO,6 years,RENT,76000,Verified
636671,PA,5 years,MORTGAGE,108000,Verified
636686,CO,< 1 year,RENT,55000,Not Verified
636702,TX,5 years,MORTGAGE,91000,Verified
636723,KY,5 years,MORTGAGE,87663,Not Verified
636731,CA,3 years,RENT,50450,Not Verified
636792,FL,2 years,RENT,47000,Not Verified
636801,CT,4 years,MORTGAGE,40000,Verified
636813,TX,< 1 year,RENT,24000,Not Verified
636889,CA,10+ years,RENT,139000,Verified
636908,PA,5 years,MORTGAGE,56000,Verified
636920,OR,10+ years,MORTGAGE,55000,Not Verified
636949,MI,4 years,RENT,42000,Not Verified
637002,NJ,2 years,MORTGAGE,54000,Not Verified
637069,CA,6 years,MORTGAGE,40000,Not Verified
637076,TX,1 year,MORTGAGE,80000,Not Verified
637086,WI,5 years,MORTGAGE,56000,Not Verified
637138,CO,5 years,RENT,27120,Not Verified
637141,TX,9 years,MORTGAGE,75573,Verified
637218,NY,6 years,OWN,18000,Not Verified
637271,CA,2 years,RENT,50000,Not Verified
637274,AZ,1 year,RENT,150000,Not Verified
637291,DC,3 years,RENT,23040,Not Verified
637337,PA,1 year,MORTGAGE,35000,Not Verified
637355,MA,5 years,RENT,25000,Not Verified
637384,DE,6 years,RENT,45000,Not Verified
637393,CT,2 years,RENT,74000,Verified
637402,NY,2 years,RENT,44000,Not Verified
637404,VA,1 year,RENT,75000,Not Verified
637407,TX,< 1 year,OWN,12000,Not Verified
637411,UT,4 years,RENT,34000,Not Verified
637420,MI,10+ years,MORTGAGE,120000,Not Verified
637429,CA,10+ years,MORTGAGE,103000,Verified
637460,AL,10+ years,MORTGAGE,30000,Verified
637465,CA,1 year,RENT,42000,Not Verified
637494,OH,5 years,MORTGAGE,51000,Not Verified
637517,IL,3 years,RENT,28000,Source Verified
637530,FL,10+ years,OWN,99996,Verified
637547,NV,2 years,MORTGAGE,179000,Not Verified
637571,OH,2 years,RENT,68000,Not Verified
637593,CA,4 years,RENT,504000,Not Verified
637618,NY,8 years,MORTGAGE,85000,Source Verified
637652,CA,< 1 year,RENT,48000,Not Verified
637654,TX,4 years,MORTGAGE,49600,Not Verified
637656,CO,7 years,MORTGAGE,64000,Not Verified
637666,MD,7 years,RENT,53000,Not Verified
637674,CA,4 years,RENT,48000,Not Verified
637693,NY,3 years,RENT,60000,Not Verified
637706,NJ,7 years,OWN,41235,Not Verified
637745,TX,4 years,RENT,39996,Verified
637759,IL,7 years,MORTGAGE,90000,Not Verified
637765,AR,1 year,MORTGAGE,75000,Not Verified
637783,SC,10+ years,MORTGAGE,84000,Not Verified
637791,NY,3 years,RENT,70000,Verified
637810,NJ,1 year,MORTGAGE,46500,Not Verified
637844,CA,< 1 year,RENT,60000,Not Verified
637923,MN,2 years,MORTGAGE,38000,Not Verified
637926,FL,10+ years,MORTGAGE,51500,Not Verified
637949,CA,10+ years,RENT,50000,Verified
637958,NJ,1 year,MORTGAGE,48000,Not Verified
638022,CA,2 years,OWN,80340,Not Verified
638058,VA,10+ years,MORTGAGE,99000,Not Verified
638084,FL,9 years,RENT,22680,Not Verified
638111,WY,3 years,RENT,36000,Verified
638159,VA,8 years,MORTGAGE,45000,Not Verified
638173,VA,6 years,RENT,48000,Verified
638175,NJ,4 years,RENT,38000,Not Verified
638204,VA,< 1 year,MORTGAGE,65000,Verified
638208,NY,5 years,RENT,60000,Not Verified
638264,WI,10+ years,MORTGAGE,77000,Not Verified
638293,CA,5 years,MORTGAGE,24000,Not Verified
638333,FL,3 years,OWN,58000,Not Verified
638341,TX,6 years,RENT,50307.36,Not Verified
638359,CA,2 years,OWN,100000,Not Verified
638362,FL,10+ years,MORTGAGE,80000,Verified
638385,PA,5 years,MORTGAGE,60000,Not Verified
638429,AZ,< 1 year,RENT,18000,Not Verified
638473,CO,3 years,RENT,42500,Verified
638486,CA,2 years,RENT,76000,Verified
638489,PA,2 years,MORTGAGE,92700,Verified
638491,MA,2 years,MORTGAGE,76000,Not Verified
638555,IL,1 year,OWN,50000,Verified
638578,NJ,4 years,RENT,37500,Not Verified
638591,OH,9 years,RENT,32000,Not Verified
638621,CA,1 year,RENT,60000,Not Verified
638665,UT,4 years,MORTGAGE,90000,Not Verified
638692,CO,3 years,RENT,70176,Not Verified
638710,PA,5 years,MORTGAGE,32000,Not Verified
638715,MN,3 years,RENT,35000,Not Verified
638735,WA,10+ years,MORTGAGE,65000,Not Verified
638752,AZ,2 years,MORTGAGE,24000,Not Verified
638757,FL,2 years,RENT,40000,Not Verified
638777,NY,2 years,RENT,55000,Source Verified
638821,NH,10+ years,MORTGAGE,273000,Verified
638859,NY,3 years,RENT,55000,Not Verified
638864,WV,1 year,RENT,34000,Source Verified
638918,FL,1 year,RENT,40000,Not Verified
638993,FL,3 years,MORTGAGE,80000,Not Verified
639053,CA,4 years,OWN,55000,Source Verified
639086,NY,< 1 year,RENT,19200,Not Verified
639087,GA,3 years,RENT,80500,Verified
639114,MA,1 year,RENT,21360,Verified
639128,MN,4 years,RENT,23000,Not Verified
639140,OH,2 years,MORTGAGE,50000,Not Verified
639157,CA,2 years,RENT,12600,Source Verified
639165,MD,3 years,MORTGAGE,127000,Verified
639237,CA,< 1 year,MORTGAGE,44000,Not Verified
639260,KY,4 years,MORTGAGE,54000,Verified
639307,NY,5 years,RENT,29000,Not Verified
639366,NY,5 years,OWN,163000,Not Verified
639373,CA,3 years,RENT,44000,Not Verified
639374,NJ,2 years,MORTGAGE,72000,Not Verified
639411,NV,2 years,RENT,53000,Not Verified
639425,FL,< 1 year,RENT,48000,Verified
639455,GA,4 years,MORTGAGE,23000,Not Verified
639530,NY,5 years,RENT,47000,Source Verified
639542,TX,10+ years,MORTGAGE,132000,Not Verified
639547,AZ,< 1 year,MORTGAGE,55000,Verified
639694,OR,< 1 year,RENT,18000,Source Verified
639725,DC,4 years,RENT,95000,Verified
639768,CA,5 years,RENT,63000,Verified
639793,CA,6 years,RENT,74880,Not Verified
639801,WV,4 years,RENT,67200,Not Verified
639837,IL,5 years,RENT,82000,Not Verified
639859,IL,2 years,MORTGAGE,96000,Verified
639877,FL,3 years,MORTGAGE,105000,Not Verified
639878,FL,3 years,RENT,105000,Not Verified
639920,OH,10+ years,MORTGAGE,27442.02,Not Verified
639929,MO,4 years,MORTGAGE,48000,Not Verified
640025,NY,3 years,RENT,36000,Source Verified
640042,FL,6 years,MORTGAGE,41000,Not Verified
640059,CA,10+ years,RENT,140000,Verified
640082,VA,2 years,RENT,69996,Verified
640086,MI,10+ years,MORTGAGE,125000,Verified
640094,CA,2 years,MORTGAGE,76500,Not Verified
640103,CA,6 years,RENT,55000,Not Verified
640137,AZ,1 year,RENT,71700,Not Verified
640147,CA,10+ years,MORTGAGE,79000,Not Verified
640175,OH,< 1 year,MORTGAGE,55000,Not Verified
640196,IL,8 years,MORTGAGE,334000,Not Verified
640215,WA,9 years,MORTGAGE,250000,Verified
640244,CA,1 year,RENT,94000,Source Verified
640253,DC,10+ years,MORTGAGE,42000,Not Verified
640279,IL,4 years,MORTGAGE,24000,Not Verified
640311,MA,3 years,MORTGAGE,80308.8,Not Verified
640317,GA,7 years,MORTGAGE,79000,Not Verified
640324,NY,6 years,MORTGAGE,100000,Not Verified
640330,NJ,3 years,RENT,35654,Not Verified
640338,AL,2 years,MORTGAGE,55000,Not Verified
640383,NY,1 year,RENT,34000,Not Verified
640500,NJ,7 years,MORTGAGE,48000,Not Verified
640506,NY,4 years,OWN,80000,Verified
640515,IL,10+ years,MORTGAGE,190000,Verified
640522,NY,4 years,RENT,35000,Verified
640558,NM,3 years,RENT,28500,Not Verified
640559,CO,8 years,RENT,66500,Not Verified
640568,AR,3 years,RENT,21168,Not Verified
640582,NJ,10+ years,MORTGAGE,75500,Not Verified
640587,CA,< 1 year,RENT,22000,Not Verified
640599,TX,5 years,RENT,50000,Not Verified
640602,CA,5 years,RENT,87000,Not Verified
640606,WI,7 years,RENT,37423.99,Not Verified
640650,PA,< 1 year,OWN,18000,Verified
640651,MA,< 1 year,RENT,27000,Not Verified
640658,TX,3 years,RENT,90000,Verified
640745,WA,2 years,RENT,52000,Not Verified
640748,NY,2 years,RENT,31500,Source Verified
640805,TX,7 years,MORTGAGE,66000,Not Verified
640845,RI,6 years,RENT,26400,Not Verified
640857,NY,6 years,RENT,27599,Not Verified
640873,MI,6 years,RENT,60000,Verified
640880,VA,1 year,RENT,91700,Verified
640882,FL,< 1 year,RENT,75000,Verified
640900,NY,3 years,RENT,40000,Not Verified
640934,OH,2 years,RENT,39000,Not Verified
640951,FL,3 years,RENT,49000,Not Verified
640964,NJ,9 years,RENT,43200,Source Verified
640994,CO,3 years,RENT,65000,Not Verified
641061,IL,5 years,RENT,33763,Source Verified
641068,CA,2 years,MORTGAGE,63000,Not Verified
641069,PA,10+ years,RENT,35000,Not Verified
641098,NY,2 years,RENT,60000,Not Verified
641099,OH,< 1 year,RENT,38000,Not Verified
641119,NY,8 years,RENT,75000,Verified
641128,SD,3 years,RENT,39000,Verified
641132,FL,< 1 year,RENT,85000,Source Verified
641134,MA,4 years,MORTGAGE,65000,Verified
641139,CA,3 years,MORTGAGE,58000,Not Verified
641174,FL,9 years,MORTGAGE,30000,Source Verified
641179,VA,8 years,MORTGAGE,90000,Not Verified
641182,DC,2 years,RENT,180000,Verified
641195,TX,1 year,MORTGAGE,70000,Verified
641234,VA,1 year,OWN,220000,Verified
641240,CA,3 years,RENT,90000,Not Verified
641261,KY,9 years,MORTGAGE,62400,Source Verified
641271,AR,8 years,MORTGAGE,38000,Not Verified
641302,CT,1 year,OWN,60000,Not Verified
641317,NM,6 years,MORTGAGE,45000,Verified
641318,VA,2 years,MORTGAGE,30000,Not Verified
641320,CA,3 years,MORTGAGE,96000,Not Verified
641328,OK,1 year,RENT,39804,Verified
641381,WA,3 years,MORTGAGE,63000,Not Verified
641428,VA,10+ years,MORTGAGE,109800,Not Verified
641446,NY,2 years,RENT,48000,Not Verified
641456,CO,4 years,RENT,58000,Not Verified
641483,MA,< 1 year,MORTGAGE,136000,Verified
641484,WA,10+ years,MORTGAGE,65000,Not Verified
641509,MA,10+ years,RENT,58155,Verified
641533,NY,8 years,RENT,45000,Verified
641571,CA,5 years,MORTGAGE,60000,Not Verified
641581,PA,10+ years,RENT,67000,Verified
641618,CA,9 years,MORTGAGE,100000,Not Verified
641647,OH,5 years,MORTGAGE,56864,Not Verified
641655,PA,3 years,MORTGAGE,80300,Not Verified
641678,NJ,9 years,MORTGAGE,63500,Not Verified
641689,NY,< 1 year,RENT,80000,Not Verified
641690,CA,3 years,MORTGAGE,62000,Not Verified
641752,TX,9 years,MORTGAGE,62000,Not Verified
641811,VA,2 years,MORTGAGE,90000,Not Verified
641823,NM,8 years,OWN,26748,Not Verified
641826,MA,2 years,RENT,62472,Not Verified
641844,LA,1 year,RENT,58000,Not Verified
641846,MN,5 years,MORTGAGE,65000,Not Verified
641925,MN,4 years,RENT,43200,Not Verified
641985,MA,2 years,RENT,30000,Not Verified
642014,NY,2 years,RENT,40000,Not Verified
642035,CA,8 years,RENT,68000,Not Verified
642050,CT,10+ years,MORTGAGE,165000,Not Verified
642076,NY,2 years,RENT,42000,Not Verified
642085,CA,7 years,RENT,93000,Not Verified
642105,CO,10+ years,MORTGAGE,58800,Source Verified
642121,AZ,< 1 year,RENT,51312,Verified
642146,VA,1 year,RENT,89000,Not Verified
642173,PA,3 years,MORTGAGE,43000,Not Verified
642180,TX,3 years,OWN,63500,Not Verified
642194,GA,< 1 year,MORTGAGE,135000,Not Verified
642198,AR,6 years,MORTGAGE,25000,Not Verified
642219,AZ,5 years,MORTGAGE,85000,Not Verified
642222,NJ,2 years,RENT,65000,Source Verified
642235,NY,< 1 year,RENT,27000,Not Verified
642251,CA,7 years,RENT,120000,Not Verified
642254,FL,< 1 year,RENT,81000,Not Verified
642271,TX,10+ years,OWN,55000,Not Verified
642324,KY,5 years,MORTGAGE,57600,Not Verified
642336,CA,9 years,OWN,39000,Not Verified
642339,GA,3 years,MORTGAGE,77940,Not Verified
642343,MA,2 years,MORTGAGE,35000,Source Verified
642347,TX,2 years,RENT,85000,Not Verified
642396,NV,2 years,RENT,76000,Source Verified
642421,OH,2 years,RENT,42000,Not Verified
642434,MO,6 years,RENT,26000,Not Verified
642448,CT,1 year,MORTGAGE,145000,Source Verified
642464,OK,8 years,MORTGAGE,70000,Source Verified
642481,AL,10+ years,MORTGAGE,65000,Not Verified
642489,KY,3 years,MORTGAGE,37500,Source Verified
642500,MI,10+ years,MORTGAGE,123000,Verified
642509,IL,7 years,RENT,81000,Not Verified
642522,CA,5 years,RENT,39600,Source Verified
642568,NY,7 years,MORTGAGE,40610,Source Verified
642575,FL,1 year,MORTGAGE,80000,Not Verified
642585,CA,6 years,MORTGAGE,92400,Not Verified
642610,FL,4 years,RENT,36000,Not Verified
642645,MA,10+ years,MORTGAGE,65000,Source Verified
642649,WY,< 1 year,RENT,32000,Source Verified
642654,TX,5 years,RENT,35500,Verified
642715,OK,10+ years,MORTGAGE,47091,Not Verified
642734,CA,10+ years,MORTGAGE,80000,Not Verified
642744,IL,4 years,MORTGAGE,57600,Not Verified
642774,OR,10+ years,MORTGAGE,33600,Not Verified
642822,CA,9 years,MORTGAGE,90000,Not Verified
642866,MA,7 years,RENT,75000,Verified
642874,NY,2 years,RENT,76000,Not Verified
642906,CA,3 years,MORTGAGE,38376,Not Verified
642948,MD,2 years,MORTGAGE,170000,Source Verified
642993,MO,7 years,RENT,60000,Verified
643032,IL,4 years,MORTGAGE,40720,Source Verified
643042,PA,6 years,RENT,40000,Not Verified
643120,PA,2 years,RENT,45000,Not Verified
643125,CA,3 years,RENT,32000,Not Verified
643138,TX,6 years,MORTGAGE,67807,Not Verified
643143,VA,3 years,MORTGAGE,70500,Not Verified
643158,CA,2 years,RENT,36000,Not Verified
643256,NJ,10+ years,MORTGAGE,80000,Not Verified
643277,CA,10+ years,MORTGAGE,125000,Not Verified
643337,CA,< 1 year,RENT,7200,Not Verified
643341,NY,6 years,RENT,70204,Not Verified
643348,OH,7 years,MORTGAGE,60000,Not Verified
643364,NY,10+ years,MORTGAGE,116000,Verified
643383,TX,< 1 year,RENT,40944,Verified
643400,WA,8 years,MORTGAGE,105000,Not Verified
643418,AZ,2 years,RENT,50000,Not Verified
643421,CA,5 years,RENT,118000,Verified
643441,MA,2 years,MORTGAGE,75000,Verified
643472,OH,3 years,MORTGAGE,30000,Verified
643481,OH,7 years,MORTGAGE,33600,Not Verified
643484,FL,2 years,RENT,25000,Source Verified
643502,NY,1 year,RENT,48500,Not Verified
643508,NY,10+ years,MORTGAGE,45489,Verified
643530,NV,1 year,MORTGAGE,65707,Not Verified
643539,OH,2 years,MORTGAGE,52780,Not Verified
643542,CA,4 years,RENT,106000,Not Verified
643551,CA,5 years,MORTGAGE,64700,Verified
643585,OH,3 years,MORTGAGE,50000,Not Verified
643597,MA,1 year,RENT,105400,Verified
643599,NY,10+ years,MORTGAGE,30000,Not Verified
643600,MO,9 years,MORTGAGE,78500,Not Verified
643602,CA,9 years,RENT,58000,Not Verified
643634,FL,6 years,MORTGAGE,56000,Source Verified
643656,FL,< 1 year,RENT,20743,Verified
643657,TX,2 years,MORTGAGE,102000,Not Verified
643661,AZ,7 years,MORTGAGE,103200,Not Verified
643665,MA,1 year,RENT,100000,Not Verified
643705,AK,5 years,MORTGAGE,64000,Source Verified
643708,NY,< 1 year,RENT,37000,Verified
643754,NY,9 years,MORTGAGE,70000,Not Verified
643789,GA,10+ years,MORTGAGE,75000,Not Verified
643798,PA,3 years,MORTGAGE,45000,Verified
643804,NV,10+ years,MORTGAGE,70000,Verified
643806,OH,6 years,RENT,38400,Not Verified
643815,MD,10+ years,MORTGAGE,155000,Verified
643877,VT,2 years,MORTGAGE,52000,Not Verified
643880,AZ,6 years,MORTGAGE,51000,Not Verified
643883,IL,1 year,OWN,28000,Not Verified
643888,MI,2 years,MORTGAGE,85000,Verified
643894,MA,5 years,RENT,120000,Source Verified
643950,CA,6 years,RENT,38400,Verified
643964,KY,10+ years,OWN,67000,Not Verified
643971,FL,7 years,MORTGAGE,28560,Not Verified
644055,VA,10+ years,OWN,59506,Not Verified
644057,NM,10+ years,MORTGAGE,96384,Not Verified
644082,MA,1 year,RENT,27600,Not Verified
644114,CA,4 years,RENT,49200,Not Verified
644121,CA,7 years,RENT,69000,Not Verified
644147,TX,2 years,MORTGAGE,174000,Verified
644156,LA,3 years,RENT,68000,Source Verified
644192,WA,3 years,RENT,150000,Verified
644201,CA,7 years,MORTGAGE,75000,Not Verified
644210,FL,5 years,OWN,40900,Not Verified
644217,NY,4 years,RENT,200000,Verified
644233,PA,2 years,RENT,50000,Source Verified
644239,MA,1 year,MORTGAGE,80000,Not Verified
644242,MA,4 years,RENT,48074,Not Verified
644296,CA,3 years,RENT,40000,Source Verified
644297,NY,5 years,MORTGAGE,108000,Verified
